Epoch,Layer,Mean,Std,L2
1,layers.layer_0.weight,47.41938400268555,47.41969680786133,2.0438766479492188
1,layers.layer_1.weight,47.41938400268555,47.41969680786133,11.328770637512207
1,layers.layer_2.weight,47.41938400268555,47.41969680786133,11.32172966003418
1,layers.layer_3.weight,47.41938400268555,47.41969680786133,11.19912052154541
1,layers.layer_4.weight,47.41938400268555,47.41969680786133,11.328360557556152
1,layers.layer_5.weight,47.41938400268555,47.41969680786133,11.227775573730469
1,layers.layer_6.weight,47.41938400268555,47.41969680786133,1.3037742376327515
2,layers.layer_0.weight,1515.2254638671875,2063.91162109375,2.044515371322632
2,layers.layer_1.weight,1515.2254638671875,2063.91162109375,11.327485084533691
2,layers.layer_2.weight,1515.2254638671875,2063.91162109375,11.319605827331543
2,layers.layer_3.weight,1515.2254638671875,2063.91162109375,11.197030067443848
2,layers.layer_4.weight,1515.2254638671875,2063.91162109375,11.326085090637207
2,layers.layer_5.weight,1515.2254638671875,2063.91162109375,11.226168632507324
2,layers.layer_6.weight,1515.2254638671875,2063.91162109375,1.301241397857666
3,layers.layer_0.weight,981.3358764648438,1685.2525634765625,2.04508638381958
3,layers.layer_1.weight,981.3358764648438,1685.2525634765625,11.327069282531738
3,layers.layer_2.weight,981.3358764648438,1685.2525634765625,11.318610191345215
3,layers.layer_3.weight,981.3358764648438,1685.2525634765625,11.195987701416016
3,layers.layer_4.weight,981.3358764648438,1685.2525634765625,11.324913024902344
3,layers.layer_5.weight,981.3358764648438,1685.2525634765625,11.225625038146973
3,layers.layer_6.weight,981.3358764648438,1685.2525634765625,1.2993369102478027
4,layers.layer_0.weight,675.220703125,1459.687255859375,2.045626163482666
4,layers.layer_1.weight,675.220703125,1459.687255859375,11.327003479003906
4,layers.layer_2.weight,675.220703125,1459.687255859375,11.31795597076416
4,layers.layer_3.weight,675.220703125,1459.687255859375,11.195459365844727
4,layers.layer_4.weight,675.220703125,1459.687255859375,11.324275016784668
4,layers.layer_5.weight,675.220703125,1459.687255859375,11.225281715393066
