Epoch,Layer,Mean,Std,L2
1,layers.layer_0.weight,25.169679641723633,25.16984748840332,2.0418519973754883
1,layers.layer_1.weight,25.169679641723633,25.16984748840332,11.331015586853027
1,layers.layer_2.weight,25.169679641723633,25.16984748840332,11.321097373962402
1,layers.layer_3.weight,25.169679641723633,25.16984748840332,11.19973087310791
1,layers.layer_4.weight,25.169679641723633,25.16984748840332,11.328252792358398
1,layers.layer_5.weight,25.169679641723633,25.16984748840332,11.23011302947998
1,layers.layer_6.weight,25.169679641723633,25.16984748840332,1.3002606630325317
2,layers.layer_0.weight,6.718088150024414,22.44114875793457,2.040334463119507
2,layers.layer_1.weight,6.718088150024414,22.44114875793457,11.330592155456543
2,layers.layer_2.weight,6.718088150024414,22.44114875793457,11.320435523986816
2,layers.layer_3.weight,6.718088150024414,22.44114875793457,11.198600769042969
2,layers.layer_4.weight,6.718088150024414,22.44114875793457,11.327171325683594
2,layers.layer_5.weight,6.718088150024414,22.44114875793457,11.22862720489502
2,layers.layer_6.weight,6.718088150024414,22.44114875793457,1.2973201274871826
3,layers.layer_0.weight,7.993795871734619,20.92502212524414,2.039029836654663
3,layers.layer_1.weight,7.993795871734619,20.92502212524414,11.329998970031738
3,layers.layer_2.weight,7.993795871734619,20.92502212524414,11.31977367401123
3,layers.layer_3.weight,7.993795871734619,20.92502212524414,11.197259902954102
3,layers.layer_4.weight,7.993795871734619,20.92502212524414,11.325906753540039
3,layers.layer_5.weight,7.993795871734619,20.92502212524414,11.226688385009766
3,layers.layer_6.weight,7.993795871734619,20.92502212524414,1.2942317724227905
4,layers.layer_0.weight,7.093186855316162,18.324316024780273,2.03768253326416
4,layers.layer_1.weight,7.093186855316162,18.324316024780273,11.330033302307129
4,layers.layer_2.weight,7.093186855316162,18.324316024780273,11.31985855102539
4,layers.layer_3.weight,7.093186855316162,18.324316024780273,11.19662857055664
4,layers.layer_4.weight,7.093186855316162,18.324316024780273,11.325332641601562
4,layers.layer_5.weight,7.093186855316162,18.324316024780273,11.225385665893555
4,layers.layer_6.weight,7.093186855316162,18.324316024780273,1.2919312715530396
5,layers.layer_0.weight,4.318329334259033,16.785364151000977,2.036606788635254
5,layers.layer_1.weight,4.318329334259033,16.785364151000977,11.330613136291504
5,layers.layer_2.weight,4.318329334259033,16.785364151000977,11.320481300354004
5,layers.layer_3.weight,4.318329334259033,16.785364151000977,11.196704864501953
5,layers.layer_4.weight,4.318329334259033,16.785364151000977,11.325398445129395
5,layers.layer_5.weight,4.318329334259033,16.785364151000977,11.224842071533203
5,layers.layer_6.weight,4.318329334259033,16.785364151000977,1.2903177738189697
6,layers.layer_0.weight,3.341848850250244,16.327381134033203,2.036018133163452
6,layers.layer_1.weight,3.341848850250244,16.327381134033203,11.331408500671387
6,layers.layer_2.weight,3.341848850250244,16.327381134033203,11.32116985321045
6,layers.layer_3.weight,3.341848850250244,16.327381134033203,11.196990966796875
6,layers.layer_4.weight,3.341848850250244,16.327381134033203,11.325695037841797
6,layers.layer_5.weight,3.341848850250244,16.327381134033203,11.224739074707031
6,layers.layer_6.weight,3.341848850250244,16.327381134033203,1.2890167236328125
7,layers.layer_0.weight,4.150639533996582,15.716833114624023,2.035612106323242
7,layers.layer_1.weight,4.150639533996582,15.716833114624023,11.332460403442383
7,layers.layer_2.weight,4.150639533996582,15.716833114624023,11.322062492370605
7,layers.layer_3.weight,4.150639533996582,15.716833114624023,11.197586059570312
7,layers.layer_4.weight,4.150639533996582,15.716833114624023,11.326313018798828
7,layers.layer_5.weight,4.150639533996582,15.716833114624023,11.225074768066406
7,layers.layer_6.weight,4.150639533996582,15.716833114624023,1.2881156206130981
8,layers.layer_0.weight,4.085723876953125,14.788264274597168,2.034947156906128
8,layers.layer_1.weight,4.085723876953125,14.788264274597168,11.333772659301758
8,layers.layer_2.weight,4.085723876953125,14.788264274597168,11.323297500610352
8,layers.layer_3.weight,4.085723876953125,14.788264274597168,11.198620796203613
8,layers.layer_4.weight,4.085723876953125,14.788264274597168,11.327308654785156
8,layers.layer_5.weight,4.085723876953125,14.788264274597168,11.225841522216797
8,layers.layer_6.weight,4.085723876953125,14.788264274597168,1.287640929222107
9,layers.layer_0.weight,3.08347749710083,14.068864822387695,2.0338475704193115
9,layers.layer_1.weight,3.08347749710083,14.068864822387695,11.33515739440918
9,layers.layer_2.weight,3.08347749710083,14.068864822387695,11.32475757598877
9,layers.layer_3.weight,3.08347749710083,14.068864822387695,11.19991397857666
9,layers.layer_4.weight,3.08347749710083,14.068864822387695,11.328383445739746
9,layers.layer_5.weight,3.08347749710083,14.068864822387695,11.226656913757324
9,layers.layer_6.weight,3.08347749710083,14.068864822387695,1.2873615026474
10,layers.layer_0.weight,2.4570677280426025,13.750396728515625,2.032381772994995
10,layers.layer_1.weight,2.4570677280426025,13.750396728515625,11.336445808410645
10,layers.layer_2.weight,2.4570677280426025,13.750396728515625,11.326334953308105
10,layers.layer_3.weight,2.4570677280426025,13.750396728515625,11.201334953308105
10,layers.layer_4.weight,2.4570677280426025,13.750396728515625,11.329370498657227
10,layers.layer_5.weight,2.4570677280426025,13.750396728515625,11.227119445800781
10,layers.layer_6.weight,2.4570677280426025,13.750396728515625,1.2869971990585327
11,layers.layer_0.weight,2.8332879543304443,13.422924041748047,2.030874013900757
11,layers.layer_1.weight,2.8332879543304443,13.422924041748047,11.337790489196777
11,layers.layer_2.weight,2.8332879543304443,13.422924041748047,11.328227043151855
11,layers.layer_3.weight,2.8332879543304443,13.422924041748047,11.203083038330078
11,layers.layer_4.weight,2.8332879543304443,13.422924041748047,11.330519676208496
11,layers.layer_5.weight,2.8332879543304443,13.422924041748047,11.227407455444336
11,layers.layer_6.weight,2.8332879543304443,13.422924041748047,1.2866861820220947
12,layers.layer_0.weight,2.8852007389068604,12.901921272277832,2.0299746990203857
12,layers.layer_1.weight,2.8852007389068604,12.901921272277832,11.339484214782715
12,layers.layer_2.weight,2.8852007389068604,12.901921272277832,11.33069896697998
12,layers.layer_3.weight,2.8852007389068604,12.901921272277832,11.20541000366211
12,layers.layer_4.weight,2.8852007389068604,12.901921272277832,11.332160949707031
12,layers.layer_5.weight,2.8852007389068604,12.901921272277832,11.228005409240723
12,layers.layer_6.weight,2.8852007389068604,12.901921272277832,1.286720871925354
13,layers.layer_0.weight,2.4477522373199463,12.586182594299316,2.030064105987549
13,layers.layer_1.weight,2.4477522373199463,12.586182594299316,11.341621398925781
13,layers.layer_2.weight,2.4477522373199463,12.586182594299316,11.333678245544434
13,layers.layer_3.weight,2.4477522373199463,12.586182594299316,11.208266258239746
13,layers.layer_4.weight,2.4477522373199463,12.586182594299316,11.334275245666504
13,layers.layer_5.weight,2.4477522373199463,12.586182594299316,11.22925853729248
13,layers.layer_6.weight,2.4477522373199463,12.586182594299316,1.2872045040130615
14,layers.layer_0.weight,2.6643924713134766,12.556872367858887,2.031059980392456
14,layers.layer_1.weight,2.6643924713134766,12.556872367858887,11.344086647033691
14,layers.layer_2.weight,2.6643924713134766,12.556872367858887,11.337005615234375
14,layers.layer_3.weight,2.6643924713134766,12.556872367858887,11.211440086364746
14,layers.layer_4.weight,2.6643924713134766,12.556872367858887,11.336716651916504
14,layers.layer_5.weight,2.6643924713134766,12.556872367858887,11.231154441833496
14,layers.layer_6.weight,2.6643924713134766,12.556872367858887,1.2880407571792603
15,layers.layer_0.weight,3.308265209197998,12.415159225463867,2.032815933227539
15,layers.layer_1.weight,3.308265209197998,12.415159225463867,11.346904754638672
15,layers.layer_2.weight,3.308265209197998,12.415159225463867,11.34076976776123
15,layers.layer_3.weight,3.308265209197998,12.415159225463867,11.215041160583496
15,layers.layer_4.weight,3.308265209197998,12.415159225463867,11.339591026306152
15,layers.layer_5.weight,3.308265209197998,12.415159225463867,11.233624458312988
15,layers.layer_6.weight,3.308265209197998,12.415159225463867,1.2892621755599976
16,layers.layer_0.weight,3.476519823074341,12.128785133361816,2.0351614952087402
16,layers.layer_1.weight,3.476519823074341,12.128785133361816,11.350177764892578
16,layers.layer_2.weight,3.476519823074341,12.128785133361816,11.345152854919434
16,layers.layer_3.weight,3.476519823074341,12.128785133361816,11.219231605529785
16,layers.layer_4.weight,3.476519823074341,12.128785133361816,11.342970848083496
